(2243.005795801696, 1610.0)
(2637.0473545236155, 2537.5)
(3212.954248040267, 1260.0)
(1151.8137870333032, 980.0)
(2576.425576258705, 1347.5)
(1576.1662348876782, 2030.0)
(515.285115251741, 2152.5)
(2061.140461006964, 140.0)
(575.9068935166516, 1697.5)
(1636.788013152589, 1715.0)
(454.66333698683025, 2747.5)
(424.35244785437493, 735.0)
(424.35244785437493, 2520.0)
(1667.0989022850442, 2397.5)
(1576.1662348876782, 2450.0)
(90.93266739736605, 1417.5)
(1818.653347947321, 315.0)
(1060.8811196359372, 2922.5)
(1333.6791218280355, 3325.0)
(3334.1978045700885, 1505.0)
(1515.5444566227675, 420.0)
(1091.1920087683927, 2415.0)
(1060.8811196359372, 717.5)
(1212.435565298214, 770.0)
(3122.021580642901, 2537.5)
(1333.6791218280355, 2380.0)
(2424.871130596428, 420.0)
(1576.1662348876782, 490.0)
(545.5960043841964, 945.0)
(757.7722283113837, 2327.5)
(1030.570230503482, 2345.0)
(1060.8811196359372, 1172.5)
(1606.4771240201335, 2852.5)
(3182.643358907812, 2502.5)
(1909.5860153446872, 192.5)
(394.04155872191956, 1697.5)
(1424.6117892254015, 3167.5)
(1000.2593413710266, 1907.5)
(879.0157848412052, 262.5)
(969.9484522385712, 2100.0)
(1818.653347947321, 3010.0)
(2091.451350139419, 437.5)
(2212.6949066692405, 682.5)
(1242.7464544306695, 612.5)
(2909.8453567157135, 2170.0)
(2576.425576258705, 2222.5)
(1182.1246761657587, 1627.5)
(3182.643358907812, 1522.5)
(242.4871130596428, 1470.0)
(484.9742261192856, 1855.0)
(788.0831174438391, 805.0)
(1667.0989022850442, 507.5)
(515.285115251741, 682.5)
(3273.576026305178, 1610.0)
(1970.2077936095977, 1172.5)
(1848.9642370797765, 2817.5)
(2212.6949066692405, 577.5)
(1485.2335674903122, 577.5)
(1576.1662348876782, 1225.0)
(1182.1246761657587, 892.5)
(3000.77802411308, 1067.5)
(1182.1246761657587, 682.5)
(606.217782649107, 1820.0)
(757.7722283113837, 2292.5)
(1303.36823269558, 927.5)
(3000.77802411308, 1837.5)
(2061.140461006964, 1015.0)
(1667.0989022850442, 3307.5)
(363.7306695894642, 2380.0)
(2364.2493523315175, 3010.0)
(1212.435565298214, 1330.0)
(424.35244785437493, 2135.0)
(575.9068935166516, 1872.5)
(1151.8137870333032, 315.0)
(1970.2077936095977, 3272.5)
(1848.9642370797765, 3167.5)
(333.41978045700887, 1067.5)
(151.55444566227675, 1067.5)
(2394.560241463973, 2397.5)
(2394.560241463973, 262.5)
(1515.5444566227675, 805.0)
(2879.5344675832584, 3027.5)
(1545.855345755223, 157.5)
(636.5286717815624, 2432.5)
(757.7722283113837, 752.5)
(2546.1146871262495, 1085.0)
(1758.0315696824105, 2625.0)
(575.9068935166516, 2222.5)
(1545.855345755223, 1452.5)
(1758.0315696824105, 140.0)
(1182.1246761657587, 3342.5)
(2182.3840175367854, 455.0)
(1667.0989022850442, 1662.5)
(2333.938463199062, 332.5)
(2243.005795801696, 1505.0)
(1363.9900109604907, 1837.5)
(1424.6117892254015, 2922.5)
(1363.9900109604907, 402.5)
(1000.2593413710266, 962.5)
(181.8653347947321, 2135.0)
(697.1504500464731, 1767.5)
(2909.8453567157135, 1330.0)
(2061.140461006964, 350.0)
(2182.3840175367854, 1155.0)
(2364.2493523315175, 1015.0)
(1000.2593413710266, 3062.5)
(2152.07312840433, 507.5)
(2485.492908861339, 245.0)
(2940.156245848169, 2082.5)
(1182.1246761657587, 2537.5)
(1121.502897900848, 227.5)
(3061.3998023779905, 2572.5)
(575.9068935166516, 927.5)
(2000.5186827420532, 1295.0)
(1939.8969044771425, 1575.0)
(1424.6117892254015, 2887.5)
(697.1504500464731, 472.5)
(2000.5186827420532, 735.0)
(2121.7622392718745, 315.0)
(2182.3840175367854, 245.0)
(303.1088913245535, 2555.0)
(1667.0989022850442, 3167.5)
(2576.425576258705, 2397.5)
(2303.6275740666065, 1855.0)
(1273.0573435631247, 2415.0)
(1121.502897900848, 1487.5)
(1727.720680549955, 3272.5)
(181.8653347947321, 1155.0)
(1394.3009000929462, 1085.0)
(2758.290911053437, 612.5)
(2121.7622392718745, 1715.0)
(1363.9900109604907, 1907.5)
(3091.710691510446, 1960.0)
(3152.3324697753565, 1330.0)
(454.66333698683025, 2117.5)
(1454.9226783578567, 105.0)
(2061.140461006964, 2940.0)
(2182.3840175367854, 3290.0)
