(909.3266739736605, 3080)
(909.3266739736605, 3115)
(909.3266739736605, 3150)
(909.3266739736605, 3185)
(879.0157848412052, 3167.5)
(848.7048957087499, 3185)
(848.7048957087499, 3150)
(879.0157848412052, 3132.5)
(879.0157848412052, 3097.5)
(848.7048957087499, 3115)
(818.3940065762945, 3132.5)
(818.3940065762945, 3167.5)
(788.0831174438391, 3150)
(757.7722283113837, 3132.5)
(788.0831174438391, 3115)
(757.7722283113837, 3097.5)
(727.4613391789284, 3115)
(697.1504500464731, 3097.5)
(666.8395609140177, 3080)
(636.5286717815624, 3062.5)
(666.8395609140177, 3045)
(636.5286717815624, 3027.5)
(606.217782649107, 3010)
(606.217782649107, 2975)
(575.9068935166516, 2992.5)
(575.9068935166516, 2957.5)
(545.5960043841964, 2940)
(515.285115251741, 2922.5)
(484.9742261192856, 2905)
(484.9742261192856, 2870)
(454.66333698683025, 2852.5)
(424.35244785437493, 2835)
(424.35244785437493, 2800)
(394.04155872191956, 2782.5)
(363.7306695894642, 2765)
(363.7306695894642, 2730)
(333.41978045700887, 2712.5)
(333.41978045700887, 2677.5)
(303.1088913245535, 2660)
(333.41978045700887, 2642.5)
(303.1088913245535, 2625)
(272.7980021920982, 2607.5)
(272.7980021920982, 2572.5)
(242.4871130596428, 2555)
(212.17622392718746, 2537.5)
(242.4871130596428, 2520)
(212.17622392718746, 2502.5)
(212.17622392718746, 2467.5)
(181.8653347947321, 2450)
(181.8653347947321, 2415)
(151.55444566227675, 2397.5)
(181.8653347947321, 2380)
(151.55444566227675, 2362.5)
(151.55444566227675, 2327.5)
(121.2435565298214, 2310)
(121.2435565298214, 2275)
(121.2435565298214, 2240)
(121.2435565298214, 2205)
(90.93266739736605, 2187.5)
(90.93266739736605, 2152.5)
(90.93266739736605, 2117.5)
(60.6217782649107, 2100)
(60.6217782649107, 2065)
(60.6217782649107, 2030)
(60.6217782649107, 1995)
(60.6217782649107, 1960)
(60.6217782649107, 1925)
(30.31088913245535, 1907.5)
(60.6217782649107, 1890)
(30.31088913245535, 1872.5)
(60.6217782649107, 1855)
(30.31088913245535, 1837.5)
(60.6217782649107, 1820)
(30.31088913245535, 1802.5)
(60.6217782649107, 1785)
(30.31088913245535, 1767.5)
(30.31088913245535, 1732.5)
(30.31088913245535, 1697.5)
