(77.94228634059948, 135.0)
(363.7306695894642, 240)
(363.7306695894642, 390)
(233.8268590217984, 255.0)
(207.84609690826525, 390)
(259.8076211353316, 180)
(207.84609690826525, 240)
(155.88457268119896, 360)
(259.8076211353316, 420)
(363.7306695894642, 210)
(129.9038105676658, 315.0)
(207.84609690826525, 90)
(181.8653347947321, 405.0)
(285.78838324886476, 195.0)
(181.8653347947321, 375.0)
(337.749907475931, 75.0)
(77.94228634059948, 75.0)
(337.749907475931, 405.0)
(207.84609690826525, 420)
(207.84609690826525, 330)
(311.7691453623979, 390)
(155.88457268119896, 240)
(311.7691453623979, 60)
(259.8076211353316, 60)
(311.7691453623979, 480)
(233.8268590217984, 165.0)
(285.78838324886476, 165.0)
(155.88457268119896, 390)
(337.749907475931, 435.0)
(311.7691453623979, 420)
(181.8653347947321, 345.0)
(51.96152422706631, 90)
(285.78838324886476, 465.0)
(233.8268590217984, 105.0)
(207.84609690826525, 360)
(207.84609690826525, 60)
(181.8653347947321, 225.0)
(207.84609690826525, 270)
(129.9038105676658, 165.0)
(363.7306695894642, 120)
(389.71143170299734, 405.0)
(363.7306695894642, 450)
(337.749907475931, 135.0)
(233.8268590217984, 195.0)
(389.71143170299734, 315.0)
(51.96152422706631, 120)
(155.88457268119896, 330)
(363.7306695894642, 180)
(207.84609690826525, 180)
(259.8076211353316, 150)
(389.71143170299734, 375.0)
(155.88457268119896, 150)
(389.71143170299734, 435.0)
(207.84609690826525, 450)
(389.71143170299734, 195.0)
(337.749907475931, 375.0)
(389.71143170299734, 225.0)
(389.71143170299734, 345.0)
(155.88457268119896, 60)
(259.8076211353316, 390)
(181.8653347947321, 135.0)
(103.92304845413263, 60)
(233.8268590217984, 405.0)
(155.88457268119896, 300)
(77.94228634059948, 165.0)
(337.749907475931, 105.0)
(285.78838324886476, 45.0)
(337.749907475931, 465.0)
(389.71143170299734, 255.0)
(285.78838324886476, 405.0)
(285.78838324886476, 435.0)
(129.9038105676658, 345.0)
(233.8268590217984, 435.0)
(389.71143170299734, 465.0)
(181.8653347947321, 435.0)
(233.8268590217984, 45.0)
(207.84609690826525, 210)
(389.71143170299734, 285.0)
(363.7306695894642, 420)
(363.7306695894642, 480)
(181.8653347947321, 255.0)
(233.8268590217984, 225.0)
(77.94228634059948, 105.0)
(155.88457268119896, 270)
(103.92304845413263, 180)
(259.8076211353316, 210)
(363.7306695894642, 150)
(155.88457268119896, 120)
(233.8268590217984, 465.0)
(285.78838324886476, 135.0)
(259.8076211353316, 90)
(207.84609690826525, 300)
(181.8653347947321, 105.0)
(181.8653347947321, 315.0)
(285.78838324886476, 105.0)
(129.9038105676658, 75.0)
(181.8653347947321, 45.0)
(259.8076211353316, 450)
(181.8653347947321, 195.0)
(311.7691453623979, 450)
(233.8268590217984, 375.0)
(259.8076211353316, 480)
(181.8653347947321, 285.0)
(129.9038105676658, 285.0)
