(1454.9226783578567, 70)
(1424.6117892254015, 87.5)
(1394.3009000929462, 70)
(1363.9900109604907, 87.5)
(1333.6791218280355, 105)
(1303.36823269558, 122.5)
(1273.0573435631247, 105)
(1242.7464544306695, 122.5)
(1212.435565298214, 140)
(1182.1246761657587, 157.5)
(1151.8137870333032, 140)
(1121.502897900848, 157.5)
(1091.1920087683927, 175)
(1060.8811196359372, 192.5)
(1030.570230503482, 175)
(1000.2593413710266, 192.5)
(969.9484522385712, 210)
(939.6375631061159, 227.5)
(939.6375631061159, 262.5)
(909.3266739736605, 245)
(909.3266739736605, 280)
(879.0157848412052, 262.5)
(879.0157848412052, 297.5)
(848.7048957087499, 315)
(818.3940065762945, 332.5)
(788.0831174438391, 315)
(788.0831174438391, 350)
(757.7722283113837, 332.5)
(757.7722283113837, 367.5)
(727.4613391789284, 350)
(727.4613391789284, 385)
(697.1504500464731, 402.5)
(666.8395609140177, 420)
(636.5286717815624, 437.5)
(636.5286717815624, 472.5)
(606.217782649107, 455)
(606.217782649107, 490)
(575.9068935166516, 507.5)
(575.9068935166516, 542.5)
(545.5960043841964, 525)
(545.5960043841964, 560)
(515.285115251741, 577.5)
(484.9742261192856, 595)
(484.9742261192856, 630)
(454.66333698683025, 647.5)
(454.66333698683025, 682.5)
(424.35244785437493, 700)
(394.04155872191956, 717.5)
(394.04155872191956, 752.5)
(363.7306695894642, 735)
(363.7306695894642, 770)
(333.41978045700887, 787.5)
(333.41978045700887, 822.5)
(303.1088913245535, 840)
(303.1088913245535, 875)
(272.7980021920982, 892.5)
(242.4871130596428, 910)
(242.4871130596428, 945)
(212.17622392718746, 962.5)
(212.17622392718746, 997.5)
(181.8653347947321, 1015)
(212.17622392718746, 1032.5)
(181.8653347947321, 1050)
(181.8653347947321, 1085)
(181.8653347947321, 1120)
(151.55444566227675, 1137.5)
(181.8653347947321, 1155)
(151.55444566227675, 1172.5)
(151.55444566227675, 1207.5)
(121.2435565298214, 1225)
(151.55444566227675, 1242.5)
(121.2435565298214, 1260)
(151.55444566227675, 1277.5)
(121.2435565298214, 1295)
(121.2435565298214, 1330)
(121.2435565298214, 1365)
(90.93266739736605, 1382.5)
(121.2435565298214, 1400)
(90.93266739736605, 1417.5)
(90.93266739736605, 1452.5)
(60.6217782649107, 1470)
(60.6217782649107, 1505)
(60.6217782649107, 1540)
(60.6217782649107, 1575)
(60.6217782649107, 1610)
(60.6217782649107, 1645)
(30.31088913245535, 1662.5)
(60.6217782649107, 1680)
(30.31088913245535, 1697.5)
(60.6217782649107, 1715)
(30.31088913245535, 1732.5)
(60.6217782649107, 1750)
(30.31088913245535, 1767.5)
(60.6217782649107, 1785)
(30.31088913245535, 1802.5)
(60.6217782649107, 1820)
(30.31088913245535, 1837.5)
(60.6217782649107, 1855)
(30.31088913245535, 1872.5)
(60.6217782649107, 1890)
(30.31088913245535, 1907.5)
(60.6217782649107, 1925)
(30.31088913245535, 1942.5)
(60.6217782649107, 1960)
(60.6217782649107, 1995)
(60.6217782649107, 2030)
(60.6217782649107, 2065)
(60.6217782649107, 2100)
(60.6217782649107, 2135)
(90.93266739736605, 2152.5)
(90.93266739736605, 2187.5)
(121.2435565298214, 2205)
(90.93266739736605, 2222.5)
(121.2435565298214, 2240)
(121.2435565298214, 2275)
(151.55444566227675, 2292.5)
(121.2435565298214, 2310)
(151.55444566227675, 2327.5)
(151.55444566227675, 2362.5)
(181.8653347947321, 2380)
(151.55444566227675, 2397.5)
(181.8653347947321, 2415)
(181.8653347947321, 2450)
(212.17622392718746, 2467.5)
(212.17622392718746, 2502.5)
(242.4871130596428, 2520)
(242.4871130596428, 2555)
(272.7980021920982, 2572.5)
(272.7980021920982, 2607.5)
(303.1088913245535, 2625)
(303.1088913245535, 2660)
(333.41978045700887, 2677.5)
(333.41978045700887, 2712.5)
(363.7306695894642, 2730)
(363.7306695894642, 2765)
(394.04155872191956, 2782.5)
(424.35244785437493, 2800)
(424.35244785437493, 2835)
(454.66333698683025, 2852.5)
(454.66333698683025, 2887.5)
(484.9742261192856, 2905)
(484.9742261192856, 2940)
(515.285115251741, 2957.5)
(545.5960043841964, 2975)
(545.5960043841964, 3010)
(575.9068935166516, 3027.5)
(606.217782649107, 3045)
(636.5286717815624, 3062.5)
(666.8395609140177, 3080)
(697.1504500464731, 3097.5)
(697.1504500464731, 3132.5)
(727.4613391789284, 3115)
(727.4613391789284, 3150)
(757.7722283113837, 3167.5)
(788.0831174438391, 3150)
(788.0831174438391, 3185)
(818.3940065762945, 3202.5)
(848.7048957087499, 3185)
(848.7048957087499, 3220)
(879.0157848412052, 3237.5)
(909.3266739736605, 3220)
